100 0.0 0.0
200 0.3 0.0
300 0.9 0.0
400 1.7 0.0
500 2.8 0.0
600 3.9 0.0
700 5.0 0.0
800 6.1 0.0
900 7.2 0.0
1000 8.8 0.0
1100 9.8 0.0
1200 11.8 0.0
1300 13.8 0.0
1400 15.8 0.0
1500 17.8 0.0
1600 20.8 0.0
1700 22.8 0.0
1800 25.8 0.0
1900 28.8 0.0
2000 31.8 0.0
